Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,218.050003,218.720001,209.470001,212.619995,178.319748,3840800
2018-04-03,213.000000,216.460007,210.929993,216.330002,181.431213,3006800
2018-04-04,212.389999,217.919998,211.119995,217.559998,182.462784,2488800
2018-04-05,218.639999,220.309998,216.559998,218.669998,183.393753,2879900
2018-04-06,217.399994,218.850006,211.000000,212.250000,178.009415,2503900
2018-04-09,213.750000,216.860001,212.399994,212.809998,178.479095,2186100
2018-04-10,215.320007,218.710007,215.229996,216.979996,181.976379,2857400
2018-04-11,214.199997,215.889999,213.500000,214.330002,179.753860,1819800
2018-04-12,215.720001,217.679993,215.009995,216.419998,181.506744,2292900
2018-04-13,218.089996,218.679993,214.460007,215.520004,180.751923,2034500
2018-04-16,217.199997,219.270004,216.589996,217.699997,182.580246,2060500
2018-04-17,219.149994,221.690002,218.740005,220.089996,184.584656,1853500
2018-04-18,220.389999,221.009995,219.160004,219.520004,184.106598,1599300
2018-04-19,218.039993,219.300003,217.029999,218.850006,183.544678,1453100
2018-04-20,218.410004,220.279999,216.740005,217.750000,182.622147,2634300
2018-04-23,218.020004,218.729996,214.750000,215.880005,181.053833,2520700
2018-04-24,206.500000,206.500000,196.889999,201.130005,168.683319,11671400
2018-04-25,201.100006,201.750000,197.009995,198.839996,166.762756,6205400
2018-04-26,198.679993,199.630005,196.169998,197.089996,165.295074,4124300
2018-04-27,196.770004,197.110001,194.399994,196.119995,164.481567,3354800
2018-04-30,196.960007,198.339996,194.179993,194.389999,163.030640,4008700
2018-05-01,194.029999,195.539993,191.440002,195.020004,163.559021,4710500
2018-05-02,195.149994,196.410004,194.020004,194.500000,163.122879,4017600
2018-05-03,194.520004,196.699997,192.350006,195.679993,164.112518,3425900
2018-05-04,195.070007,199.929993,194.059998,199.360001,167.198853,3071700
2018-05-07,200.059998,201.000000,199.580002,200.259995,167.953674,2863400
2018-05-08,200.000000,202.110001,199.559998,201.740005,169.194946,3273500
2018-05-09,202.029999,204.729996,201.369995,203.419998,170.603928,3361300
2018-05-10,202.610001,205.679993,202.389999,205.029999,171.954132,2700800
2018-05-11,204.740005,205.369995,203.660004,205.160004,172.063187,3155700
2018-05-14,205.669998,206.039993,204.669998,205.759995,172.566391,3385900
2018-05-15,204.960007,205.570007,201.639999,202.410004,169.756851,2259200
2018-05-16,200.520004,201.039993,199.050003,200.210007,167.911758,2913500
2018-05-17,199.270004,201.399994,198.690002,200.360001,169.186813,2265800
2018-05-18,200.279999,200.759995,198.449997,198.960007,168.004654,2925700
2018-05-21,200.500000,202.929993,200.000000,201.759995,170.368973,2126500
2018-05-22,201.960007,202.110001,198.729996,198.970001,168.013062,2313900
2018-05-23,197.740005,198.800003,196.559998,198.669998,167.759750,2737700
2018-05-24,198.830002,200.179993,196.929993,199.410004,168.384644,2055000
2018-05-25,198.330002,199.410004,197.929993,199.029999,168.063721,1686500
2018-05-29,198.000000,198.509995,195.100006,195.740005,165.285599,2346800
2018-05-30,197.089996,199.380005,196.699997,198.679993,167.768158,2143100
2018-05-31,198.110001,198.449997,196.259995,197.229996,166.543808,5253100
2018-06-01,198.750000,200.419998,198.279999,199.589996,168.536591,1827000
2018-06-04,200.729996,201.690002,200.070007,201.059998,169.777863,2408400
2018-06-05,201.080002,202.100006,200.889999,201.199997,169.896088,2246100
2018-06-06,201.839996,204.050003,201.550003,203.860001,172.142273,2297300
2018-06-07,204.179993,205.889999,203.759995,205.070007,173.164001,2279200
2018-06-08,204.979996,206.750000,204.410004,206.589996,174.447510,2170200
2018-06-11,206.589996,206.789993,205.000000,205.119995,173.206207,2302900
2018-06-12,205.669998,205.949997,203.949997,204.919998,173.037308,1806100
2018-06-13,205.139999,205.660004,203.729996,204.889999,173.011993,2097900
2018-06-14,205.759995,206.270004,203.500000,203.630005,171.948013,2221500
2018-06-15,202.550003,205.059998,200.110001,204.970001,173.079544,5449500
2018-06-18,202.529999,204.570007,200.250000,204.169998,172.404037,2842800
2018-06-19,201.259995,201.830002,198.330002,199.389999,168.367706,3206800
2018-06-20,199.339996,200.000000,197.259995,198.080002,167.261536,2348300
2018-06-21,197.839996,197.839996,194.589996,195.520004,165.099838,2420400
2018-06-22,197.389999,197.440002,195.179993,196.500000,165.927368,2290100
2018-06-25,195.979996,196.330002,193.639999,195.800003,165.336288,2922500
2018-06-26,196.839996,197.949997,195.979996,196.580002,165.994934,2140200
2018-06-27,196.570007,199.899994,194.759995,194.919998,164.593201,2889700
2018-06-28,195.500000,196.850006,194.210007,195.970001,165.479843,1978700
2018-06-29,196.470001,199.419998,196.460007,196.720001,166.113159,2671600
2018-07-02,195.460007,195.889999,193.509995,195.520004,165.099838,1815500
2018-07-03,196.490005,198.949997,195.500000,195.830002,165.361618,1228900
2018-07-05,197.070007,197.479996,195.029999,197.339996,166.636642,2019300
2018-07-06,197.089996,198.059998,196.389999,197.460007,166.738007,1624500
2018-07-09,198.139999,200.839996,198.070007,200.529999,169.330338,1967100
2018-07-10,201.000000,202.580002,200.389999,201.479996,170.132538,1688700
2018-07-11,199.820007,199.820007,197.490005,197.679993,166.923767,1853100
2018-07-12,199.169998,200.000000,197.399994,199.320007,168.308640,1733500
2018-07-13,200.270004,201.789993,200.000000,201.179993,169.879211,1625400
2018-07-16,201.550003,201.580002,200.080002,201.110001,169.820099,1468000
2018-07-17,200.990005,203.070007,200.130005,202.070007,170.630783,1920600
2018-07-18,202.220001,203.169998,201.350006,202.199997,170.740509,1945000
2018-07-19,201.759995,202.289993,199.509995,201.600006,170.233871,2616400
